"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","pair","pair_validity","trial_validity","pair_trials_per_block","pair_best_choice","reward_type","correct_response","stim_left","stim_right","stim_best_choice","subjectkey","src_subject_id","interview_date","interview_age","sex","handedness","trial","block","reward_tally","accuracy","stim_feedback","stim_set","reward_set"
"301.61000000043714","<h3 style=""color:#0ed145;"">Welcome to the experiment!</h3><p>Press the spacebar to continue.</p>","32","html-keyboard-response","0","305","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","",""
"89.51500000057422","<p>In this task you will see two pictures side-by-side on the computer screen.</p><p>In each pair of pictures you see on the screen, one picture will be better than the other.</p><p>You need to figure out which picture in each pair is the better one.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","1","397","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","","",""
"104.29500000009284","<p>The better picture in each pair will be more likely to either:</p><p>A) win you some money,</p><p>or</p><p>B) allow you to keep the money you've already earned.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","2","502","0.0-2.0","","","","","","","","","","","","","","","","","","","","","","","",""
"86.9250000005195","<p>On those trials where you can A) win money, you will want to select the picture most likely to earn a nickel:</p><img style=""height:100px; width:100px"" src=""stim/winwin.bmp""</img><p>Because if you keep seeing this feedback:</p><img style=""height:125px; width:125px"" src=""stim/not_winner.png""></img><p>you probably aren't selecting the best picture...</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","3","592","0.0-3.0","","","","","","","","","","","","","","","","","","","","","","","",""
"101.43500000049244","<p>On those trials where you can B) lose money, you will want to select the picture most likely to give this feedback:</p><img style=""height:125px; width:125px"" src=""stim/keep_money.png""></img><p>Because if you keep seeing this:</p><img style=""height:100px; width:100px"" src=""stim/loselose.bmp""></img><p>you probably aren't selecting the best picture...</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","4","696","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","",""
"89.69000000070082","<p>Press the 1 key on your keyboard to select the picture on the LEFT.</p><p>Press the 0 key on your keyboard to select the picture on the RIGHT.</p><p>Press the spacebar to continue.</p>","32","html-keyboard-response","5","786","0.0-5.0","","","","","","","","","","","","","","","","","","","","","","","",""
"859.4899999998233","<p>First, you will do some practice trials.</p> <p>Press either response button when you are ready to begin.</p>","48","html-keyboard-response","6","1646","0.0-6.0","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","7","2150","0.0-7.0-0.0","","","","","","","","","","","","","","","","","","","","","","","",""
"255.724999999984","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","48","html-keyboard-response","8","2412","0.0-7.0-1.0","practice","ef","1","valid","6","e","avoid:lose","49","Trees_with_flowers.jpg","wheat_with_farmhouse.jpg","Trees_with_flowers.jpg","GUID","11234","11/11/2020","12","M","left","-1","1","-0.05","0","loselose.bmp","B","money"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 25px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","9","3418","0.0-7.0-2.0","","","","","","","","","","","","","","","","","","","","","","","",""
